0,school,high,student,education,college,work,learn,class,public,teacher
1,state,law,rule,decision,court,legal,case,citizen,congress,pass
2,life,human,live,world,kill,die,animal,death,end,dog
3,care,pay,cost,system,health,service,provide,plan,insurance,benefit
4,war,deal,iran,military,israel,iraq,isis,fight,russia,obama
5,country,american,world,america,nation,china,citizen,trade,usa,chinese
6,comment,call,lie,speak,word,truth,hear,mr,post,stupid
7,greece,greek,debt,europe,money,government,bank,country,germany,economy
8,article,amp,http_www,target,href_http,title,news,read,story,report
9,change,society,social,individual,future,lead,important,create,step,term
10,problem,issue,people,number,poor,real,part,large,population,solution
11,child,family,life,parent,live,kid,friend,young,age,home
12,religious,religion,marriage,society,church,culture,christian,belief,moral,god
13,tax,money,low,market,rich,rate,pay,income,high,economic
14,food,make,eat,add,exercise,good,day,drink,healthy,weight
15,gun,police,crime,kill,criminal,shoot,murder,stop,officer,violence
16,drug,patient,doctor,medical,risk,treatment,study,treat,pain,research
17,woman,man,abortion,sex,choice,male,make,female,girl,wear
18,br,dear,btw,tom,con,list,dd,lefty_liberal,huh,sic
19,play,great,game,team,good,sport,run,player,win,big
20,show,read,watch,book,write,story,love,tv,movie,great
21,black,white,race,american,history,flag,racism,racist,south,african
22,republican,president,trump,vote,party,candidate,obama,democrat,gop,election
23,good,thing,make,bad,give,idea,find,guy,lot,sound
24,city,live,place,car,house,drive,area,home,move,build
25,water,science,energy,climate_change,climate,scientist,rise,change,earth,power
26,back,turn,put,hand,line,leave,head,call,start,stop
27,question,fact,point,answer,argument,claim,wrong,agree,base,author
28,year,time,long,day,ago,week,start,end,today,month
29,people,make,thing,person,happen,bad,feel,lot,wrong,understand
30,political,conservative,liberal,policy,medium,support,politician,anti,leave,view
31,government,public,power,give,free,control,interest,information,trust,national
32,work,job,business,company,worker,pay,employee,corporation,wage,corporate
