0,city,live,area,place,home,house,build,move,new_york,local
1,child,life,family,parent,kid,abortion,young,age,live,bear
2,republican,vote,party,democrat,election,voter,democratic,gop,elect,politician
3,greece,greek,debt,germany,country,europe,bank,german,government,european
4,religious,religion,church,christian,god,world,moral,belief,freedom,muslim
5,country,american,america,world,nation,citizen,usa,immigrant,illegal,united_state
6,political,conservative,liberal,policy,leave,side,anti,view,wing,power
7,deal,obama,iran,president,agreement,support,nuclear,israel,american,administration
8,change,time,end,happen,start,lose,long,move,back,leave
9,love,friend,family,life,feel,day,home,son,happy,live
10,patient,drug,doctor,medical,treatment,risk,study,research,pain,cancer
11,br,org_wiki,en_wikipedia,www_youtube,target_https,title_https,href_https,youtu,wikipedia,emcphd_wordpress
12,society,experience,individual,life,social,understand,personal,culture,learn,lack
13,work,job,worker,company,pay,business,employee,wage,union,amazon
14,case,court,justice,law,rule,judge,system,legal,decision,lawyer
15,play,game,team,sport,great,player,world,win,fan,field
16,work,hard,thing,lot,guy,time,talk,find,give,guess
17,good,bad,thing,great,idea,make,give,happen,hope,put
18,show,watch,great,movie,character,music,art,film,love,play
19,information,security,internet,datum,technology,find,record,phone,computer,email
20,br,http_www,target,href_http,title,article,www,http,news,org
21,food,eat,add,exercise,drink,weight,make,recipe,healthy,fat
22,lie,public,truth,hold,fact,shame,call,admit,behavior,trust
23,gun,police,crime,kill,shoot,murder,officer,violence,cop,prison
24,amp,group,fear,attack,act,call,action,hate,threat,terrorist
25,read,article,comment,write,time,story,book,piece,nyt,author
26,make,good,give,choice,sense,choose,point,decision,easy,reason
27,year,time,day,ago,week,long,month,hour,back,early
28,water,science,energy,climate_change,climate,scientist,oil,earth,california,rise
29,fact,claim,argument,base,wrong,point,evidence,true,prove,statement
30,tax,pay,poor,rich,income,low,benefit,high,cut,middle_class
31,problem,real,solution,fail,system,create,blame,control,part,failure
32,show,medium,news,watch,debate,hear,tv,talk,call,attention
33,care,cost,health,pay,insurance,plan,service,system,provide,price
34,trump,candidate,run,president,clinton,republican,bush,campaign,gop,hillary
35,black,white,race,american,people,community,african,racism,racist,matter
36,human,life,kill,world,live,animal,death,dog,die,people
37,people,person,feel,live,thing,understand,lot,make,kind,wrong
38,wear,head,office,eye,find,fit,fill,hand,short,puzzle
39,number,large,term,long,small,population,result,include,compare,level
40,money,buy,business,big,government,spend,sell,dollar,interest,corporation
41,br,word,call,speak,language,today,refer,follow,common,describe
42,economic,china,market,economy,growth,chinese,rate,trade,increase,price
43,drive,car,run,stop,line,wait,walk,back,put,time
44,school,student,college,education,high,teacher,teach,public,learn,university
45,issue,question,point,answer,agree,important,understand,view,comment,concern
46,state,government,law,federal,citizen,protect,texas,require,rule,pass
47,woman,man,sex,male,young,marriage,female,girl,gender,gay
48,history,flag,south,state,war,slavery,fight,today,civil,fly
49,war,military,iraq,isis,russia,fight,force,russian,world,enemy
