0,autism,autistic,link,mmr,boy,disorder,increase,diagnose,normal,connection
1,risk,small,put,vaccine,number,benefit,worth,victim,potential,sound
2,flu,pregnant_woman,pregnancy,read,study,influenza,dose,safe,flu_shot,safety
3,community,large,free,public_health,argument,play,point,part,agree,simply
4,people,article,find,time,stop,put,lot,outbreak,recent,sick
5,medical,provide,treat,patient,process,term,order,share,practice,vaccination
6,anti,food,crowd,nonsense,gmo,eat,movement,chemical,label,organic
7,polio,year,africa,case,country,common,area,world,eradicate,disease
8,article,link,write,publish,author,journal,single,information,result,piece
9,drug,prevent,effect,true,cure,cancer,result,allergy,birth,hepatitis
10,virus,vaccine,immune_system,cell,body,develop,human,shingle,expose,infant
11,anti_vaxxer,hear,medium,aluminum,source,big_pharma,anti_vax,rant,irrational,personally
12,mother,young,childhood,friend,son,pediatrician,fear,daughter,happen,illness
13,vaccine,problem,make,time,place,prevent,find,happen,easy,truth
14,thing,good,point,ignorance,talk,religious,vaccination,gun,doubt,action
15,bad,hard,hold,attack,idea,destroy,start,campaign,current,mention
16,vaccine,cdc,report,mmr,week,datum,schedule,time,merck,multiple
17,scientific,good,kennedy,real,call,anti,bruni,fact,position,robert_kennedy
18,vaccine,concern,number,understand,concerned,recommend,explain,schedule,fever,age
19,child,disease,polio,rubella,measles_mump,whooping_cough,mump,childhood,measl,tetanus
20,vaccination,disease,epidemic,immune_system,population,exist,childhood,suffer,clear,plague
21,life,live,child,save,bear,heart,love,terrible,strongly,dead
22,baby,end,long,write,follow,program,experience,memory,thing,begin
23,leave,issue,liberal,republican,political,fact,denial,conservative,bias,democrat
24,year,include,cost,benefit,job,plan,private,pay,age,medication
25,kid,school,parent,vaccinate,home,sick,low,opt,teacher,grade
26,vaccine,government,injury,reaction,manufacturer,court,mandate,injure,sue,product
27,fact,study,work,test,back,understand,datum,point,affect,great
28,fight,line,today,book,remember,face,war,death,stand,force
29,real,general,argument,environmental,class,regard,increase,inform,gmo,involve
30,year,rate,receive,age,high,compare,miss,start,immunize,current
31,public,choice,reason,make,protection,grow,system,level,consequence,tiny
32,time,require,adult,pretty,public_health,hand,low,interest,suppose,screening
33,make,people,comment,thing,feel,hope,fall,decrease,rely,advance
34,vaccine,death,disease,history,due,smallpox,decline,disability,fda,prevent
35,mercury,thimerosal,form,amount,remove,fish,lead,air,thimerosol,preservative
36,vaccine,safe,harm,prove,effective,safety,side_effect,decide,positive,count
37,scientist,evidence,opinion,reality,column,man,conspiracy,educate,matter,claim
38,problem,call,kind,side,matter,deny,diet,policy,choose,suggest
39,issue,question,part,million,body,safety,healthy,raise,ingredient,hygiene
40,vaccine,give,shot,booster,arm,miriam,month,dog,brody,regular
41,vaccination,support,nation,wrong,claim,service,continue,worker,high,figure
42,vaccination,autism,develop,vaccine,understand,scientific,present,knowledge,answer,story
43,child,law,california,vaccinate,pass,state,reason,personal,exemption,force
44,work,great,medicine,change,good,accept,natural,include,turn,damage
45,vaccinated,vaccinate,disease,protect,vaccination,herd_immunity,fully,spread,wait,efficacy
46,research,read,woman,base,fail,cite,national,medical,website,suggest
47,http_www,pertussis,vaccination,case,ignorant,proof,guess,wrong,discuss,cough
48,child,parent,vaccinate,refuse,vaccinated,choose,immunization,life_sav,duty,hurt
49,american,world,time,bring,important,america,black,trump,power,immigrant
50,vaccine,aos,create,scientist,aot,accord,thousand,epidemic,years_ago,trial
51,doctor,die,family,back,pain,watch,day,patient,hour,year
52,good,market,industry,trust,idea,sell,physician,new_york,day,offer
53,science,base,oppose,climate_change,mind,realize,education,standard,theory,denier
54,money,big,pay,government,company,cost,product,dollar,insurance,spend
55,world,day,illness,kill,water,million,condition,human,couple,mental
56,health,care,good,treatment,medical,rest,dangerous,aware,notice,impact
57,people,country,live,poor,million,family,longer,access,social,modern
58,people,drive,belief,person,society,car,important,reason,control,impose
59,measl,measle,case,die,lead,unvaccinated,compromise,outbreak,rare,recently
60,unvaccinated,immunity,infection,dangerous,completely,infect,immune,occur,individual,contact
61,study,show,state,record,statement,outcome,outbreak,student,evidence,thompson
