0,family,die,death,fight,woman,history,remember,write,line,fear
1,vaccination,rate,high,nation,support,realize,country,disease,agree,end
2,understand,anti_vaxxer,million,fact,read,reaction,injury,medium,natural,begin
3,medical,drug,patient,medicine,treatment,treat,person,physician,symptom,effective
4,government,big_pharma,aluminum,day,market,lie,industry,educate,group,profit
5,call,make,matter,big,side,real,continue,kennedy,support,kill
6,vaccine,issue,concern,safety,public_health,large,number,problem,concerned,preventable_diseas
7,make,problem,money,stop,happen,place,find,future,time,save
8,vaccine,death,disease,side_effect,immune_system,damage,decline,due,level,rule
9,vaccine,virus,immune_system,body,develop,cell,disease,expose,shingle,antibody
10,disease,child,measl,polio,childhood,measle,die,rubella,contract,measles_mump
11,vaccine,year,age,give,receive,shot,schedule,young,son,immunization
12,autism,link,evidence,vaccine,autistic,process,boy,pediatrician,answer,decade
13,american,america,bring,back,threat,vaccination,white,ill,class,today
14,prevent,cancer,infection,bear,infant,birth,brain,immune,mention,damage
15,time,people,put,wrong,society,lead,require,gun,interest,lot
16,health,care,important,due,experience,measure,number,hour,outcome,program
17,people,good,hear,make,true,learn,great,job,education,idea
18,science,evidence,climate_change,fact,base,expert,idea,scientist,denier,talk
19,good,thing,change,deny,kind,liberal,mind,claim,hand,decision
20,anti,food,scientific,vaccination,gmo,present,crowd,ignorance,column,lack
21,kid,school,vaccinate,home,sick,parent,choice,feel,choose,require
22,point,result,drive,argument,number,compare,car,fail,piece,head
23,child,parent,vaccinate,refuse,vaccinated,play,add,vaccination,life_sav,killer
24,leave,issue,show,fact,republican,science,political,policy,oppose,make
25,study,http_www,show,read,source,publish,influenza,thimerosal,journal,find
26,risk,article,small,case,great,high,benefit,end,avoid,associate
27,law,reason,state,california,belief,pass,mandate,healthy,personal,child
28,vaccinated,vaccinate,unvaccinated,protect,immunity,pertussis,outbreak,provide,herd_immunity,individual
29,life,illness,day,baby,mother,long,suffer,write,week,month
30,mercury,disease,water,population,epidemic,form,effect,thimerosal,childhood,suggest
31,question,part,real,bad,community,give,order,free,hold,lose
32,research,article,thing,include,information,speak,recent,lot,read,medical
33,vaccine,flu,pregnant_woman,adult,pregnancy,increase,give,woman,dose,fetal
34,world,live,country,follow,develop,poor,turn,rest,wait,people
35,safe,harm,prove,product,fact,company,attack,manufacturer,back,effective
36,pay,cost,single,include,benefit,private,care,insurance,dollar,medical
37,vaccine,test,aos,create,thousand,scientist,epidemic,effective,save,aot
38,public,simply,exist,make,claim,today,vaccination,give,consequence,difference
39,people,doctor,work,time,thing,dangerous,kill,scientist,recently,find
40,work,cdc,mmr,post,fact,researcher,statement,datum,promote,report
41,polio,year,case,africa,disease,people,country,common,area,step
