0,world,great,today,rest,learn,lead,history,future,real,nation
1,wear,man,office,summer,hair,dress,cold,suit,style,short
2,kill,animal,human,dog,lion,care,people,hunt,live,death
3,year,ago,age,month,long,decade,early,past,back,time
4,back,open,line,put,hand,bring,turn,stand,place,step
5,feel,love,experience,friend,person,find,relationship,feeling,share,therapist
6,fact,argument,base,claim,evidence,wrong,prove,point,case,argue
7,human,create,world,exist,earth,nature,technology,develop,planet,modern
8,comment,point,column,post,opinion,write,agree,ms,view,piece
9,show,picture,character,story,dead,photo,eye,king,hope,image
10,guess,word,guy,fill,nice,thing,bit,today,puzzle,clue
11,woman,man,abortion,sex,girl,male,female,young,baby,sexual
12,job,worker,work,employee,company,pay,wage,hire,amazon,labor
13,deal,iran,israel,agreement,nuclear,war,bomb,obama,sanction,iranian
14,aos,aot,ai,mr,make,good,time,leave,sign,long
15,country,china,europe,world,chinese,european,usa,western,germany,west
16,poor,rich,class,people,middle_class,wealth,poverty,social,wealthy,economic
17,conservative,liberal,political,leave,side,view,politic,progressive,left,right_w
18,group,anti,free,hate,freedom,speech,speak,call,people,fear
19,crime,criminal,prison,case,system,judge,jail,commit,justice,victim
20,state,union,texas,governor,red,local,federal,office,walker,gov
21,american,country,america,interest,nation,politician,leader,democracy,citizen,national
22,drug,patient,doctor,medical,treatment,health,disease,cancer,hospital,care
23,economy,economic,market,growth,krugman,financial,demand,china,feed,inflation
24,public,support,provide,service,serve,receive,member,force,private,organization
25,live,city,home,house,area,move,neighborhood,housing,neighbor,town
26,play,game,team,sport,player,fan,win,soccer,football,ball
27,drive,car,road,walk,park,train,driver,street,build,ride
28,school,student,college,education,teacher,high,teach,university,kid,degree
29,word,call,fact,term,speak,matter,mind,reality,true,simple
30,risk,action,threat,act,situation,harm,fear,consequence,threaten,concern
31,question,answer,point,important,understand,correct,wrong,follow,response,miss
32,run,head,turn,break,back,big,fire,fall,put,end
33,vote,republican,party,democrat,voter,election,democratic,voting,gop,majority
34,flag,south,slavery,history,fight,slave,fly,confederate_flag,symbol,southern
35,greece,greek,debt,bank,loan,germany,german,euro,country,europe
36,american,country,citizen,america,illegal,immigrant,mexico,immigration,bear,border
37,hold,position,standard,process,responsible,order,action,set,demand,agree
38,cost,care,plan,health_care,pay,insurance,system,healthcare,health,aca
39,watch,show,movie,play,music,video,film,great,https_www,art
40,person,gender,define,definition,body,difference,accept,society,feel,normal
41,check,place,wait,travel,visit,fly,day,table,seat,carry
42,work,hard,good,find,make,idea,lot,smart,great,easy
43,power,control,political,continue,end,force,create,influence,remain,powerful
44,problem,issue,solution,real,address,solve,fix,blame,focus,deal
45,trump,candidate,republican,debate,gop,donald_trump,run,party,fox,president
46,business,profit,company,sell,corporation,free,buy,price,trade,market
47,society,culture,respect,individual,behavior,treat,social,moral,personal,act
48,gun,kill,violence,murder,carry,control,people,shoot,act,weapon
49,read,write,book,author,history,writer,piece,language,understand,great
50,child,parent,kid,family,mother,father,adult,young,son,home
51,black,white,race,racist,racism,community,racial,color,american,african
52,good,lose,give,side,chance,hope,point,strong,reason,move
53,make,choice,choose,decision,decide,mistake,good,give,point,option
54,law,rule,court,legal,case,pass,constitution,congress,decision,justice
55,war,iraq,isis,military,fight,russia,russian,putin,middle_east,enemy
56,day,hour,week,time,work,night,call,sleep,phone,month
57,article,read,http_www,time,nyt,find,interesting,story,mention,opinion
58,science,study,scientist,datum,research,climate,climate_change,show,model,scientific
59,life,live,die,death,matter,family,care,people,end,suffer
60,pay,tax,income,cut,benefit,money,raise,fund,taxpayer,social_security
61,leave,reason,happen,expect,part,suppose,agree,whatev,give,simply
62,policy,fail,result,change,failure,continue,base,measure,goal,success
63,lie,truth,stupid,claim,blame,fact,call,trust,honest,shame
64,water,oil,land,energy,clean,plant,grow,california,air,environment
65,religious,religion,christian,marriage,god,gay,church,muslim,belief,faith
66,president,obama,clinton,bush,hillary,run,sander,bill,candidate,campaign
67,money,spend,dollar,buy,make,million,give,save,big,thousand
68,people,person,live,understand,kind,wrong,thing,make,feel,completely
69,government,system,program,federal,create,business,corruption,corrupt,citizen,national
70,talk,hear,sound,guy,folk,thing,listen,call,lot,voice
71,food,eat,exercise,drink,healthy,weight,fat,sugar,diet,cook
72,good,make,bad,thing,idea,sense,guy,lot,feel,pretty
73,medium,news,story,show,report,press,tv,journalist,reporter,interview
74,change,thing,happen,people,stop,start,make,lot,put,real
75,information,security,secret,email,datum,internet,record,personal,access,privacy
76,make,large,number,small,part,big,difference,point,huge,include
77,police,cop,officer,shoot,stop,police_officer,man,kill,video,arrest
78,time,long,give,full,new_york,start,period,continue,miss,waste
79,high,rate,increase,low,level,population,number,average,percent,year
