0,case,year,polio,africa,country,people,health,world,common,accord
1,vaccine,article,make,find,scientist,problem,money,doctor,happen,create
2,study,show,medical,research,link,article,datum,information,prove,cdc
3,die,life,day,family,illness,world,thousand,remember,suffer,death
4,time,good,young,adult,reason,high,true,follow,age,free
5,government,provide,force,fight,face,lie,agree,today,trust,support
6,anti,food,scientific,anti_vaxxer,gmo,crowd,present,eat,lack,call
7,work,good,great,harm,fact,write,world,opinion,nation,ignore
8,vaccine,risk,number,fact,concern,small,problem,high,concerned,compare
9,vaccine,flu,read,pregnant_woman,safe,http_www,safety,pregnancy,death,report
10,issue,leave,base,fact,talk,republican,political,expert,question,science
11,disease,measl,child,polio,pertussis,rubella,contract,mump,whooping_cough,measles_mump
12,vaccination,disease,childhood,epidemic,rate,effect,population,prevent,exist,today
13,year,good,water,medicine,treatment,cancer,side_effect,history,cure,control
14,public_health,live,large,matter,system,life,attack,order,turn,education
15,vaccine,death,reaction,baby,injury,court,story,manufacturer,damage,effective
16,claim,back,american,person,wrong,important,real,argument,country,idea
17,child,vaccinated,vaccinate,unvaccinated,protect,outbreak,state,herd_immunity,anti_vaxxer,individual
18,care,health,pay,cost,medical,patient,drug,company,market,dollar
19,mercury,result,thimerosal,safe,form,put,amount,lot,lead,note
20,autism,child,evidence,understand,mother,mmr,autistic,pediatrician,process,learn
21,vaccine,give,receive,year,age,shot,recommend,schedule,doctor,son
22,vaccination,law,california,require,belief,choice,reason,child,mandate,pass
23,science,point,big_pharma,support,public,climate_change,anti,liberal,medium,recent
24,vaccine,virus,immune_system,develop,body,human,disease,research,cell,start
25,child,parent,kid,school,vaccinate,refuse,home,public,choose,low
26,people,make,thing,big,kill,live,million,drive,work,comment
27,make,thing,hard,bear,bring,pretty,end,gun,woman,piece
