0,vaccine,scientist,create,epidemic,doctor,money,fund,find,outbreak,due
1,case,africa,polio,year,health,country,area,milestone,eradicate,finally
2,health,care,plan,lifetime,system,include,average,private,pay,industry
3,family,problem,learn,suffer,long,previous,process,approach,weak,adam
4,medical,protect,medicine,care,treatment,base,evidence,major,give,intervention
5,age,give,receive,number,concern,immunization,compare,shot,doctor,immunize
6,child,parent,vaccinate,refuse,killer,add,life_sav,damn,innocent,firmly
7,year,time,sick,week,people,home,stay,full,cough,experience
8,research,call,show,speak,vaccine,frank,fetal_tissue,threaten,understanding,video
9,research,source,medical,information,national,base,post,internet,fact,website
10,brain,kennedy,good,expert,crowd,bruni,robert_kennedy,shot,equal,face
11,vaccination,read,http_www,link,org,connection,gov,guess,story,ai
12,vaccination,result,genetic,agree,adverse,environmental,reaction,current,production,bad
13,polio,disease,childhood,remember,child,great,line,mother,wipe,salk
14,vaccine,give,month,multiple,dpt,count,acellular,whole_cell,booster,guinea
15,drug,effect,market,medication,efficacy,free,testing,industry,long_term,fda
16,vaccine,recommend,schedule,child,cdc,real,time,pediatric,site,receive
17,pregnant_woman,flu,pregnancy,study,influenza,flu_shot,http_www,pregnant,safety,woman
18,day,doctor,work,thousand,hour,hundred,ten,clinic,personally,deal
19,true,claim,kind,person,increase,subject,sound,record,totally,add
20,child,disease,rubella,whooping_cough,diphtheria,measles_mump,preventable,tetanus,measl,mump
21,issue,question,feel,safety,concern,important,discussion,ingredient,concerned,discuss
22,change,policy,accept,mind,share,note,recently,run,decade,listen
23,vaccine,year,flu,state,ms,strain,cut,aos,fetal,proof
24,vaccination,point,complication,miss,piece,avoid,reason,current,good,rare
25,people,belief,hold,bad,idea,lose,interest,deeply,encourage,evil
26,fact,harm,medical,product,science,head,design,datum,prove,matter
27,son,friend,love,daughter,sister,early,month,fine,father,debate
28,adult,young,aluminum,high,screening,big_pharma,bear,poison,rant,milk
29,vaccine,injury,reaction,court,manufacturer,sue,million,injure,vaccin,fit
30,autism,cdc,mmr,datum,statement,decide,merck,thompson,posey,cover
31,vaccination,vaccinate,understand,wait,pediatrician,endanger,choose,room,reason,wrong
32,people,lead,lot,stop,reason,hear,dangerous,affect,irrational,gmo_food
33,work,job,great,education,describe,word,decide,struggle,build,md
34,school,require,public,home,test,vaccination,opt,private,hand,teacher
35,mercury,thimerosal,form,amount,remove,fish,lead,air,preservative,thimerosol
36,disease,vaccination,childhood,epidemic,population,immune_system,effect,plague,suffer,today
37,real,thing,patient,back,physician,watch,normal,bad,handle,search
38,illness,hope,hard,talk,black,white,impossible,doctor,effect,couple
39,immunity,vaccinate,pertussis,vaccinated,unvaccinated,herd_immunity,provide,individual,fully,anti_vaxxer
40,autism,evidence,autistic,scientific,explanation,diagnose,spectrum,blame,child,vaccinated
41,vaccine,fact,harmful,bring,make,care,dead,horror,back,research
42,vaccine,public_health,large,play,completely,regard,preventable_diseas,group,carry,jane
43,good,give,argument,change,view,board,mr_kennedy,afraid,simply,time
44,science,scientific,ignorance,knowledge,understand,anti,safety,conclusion,book,global_warming
45,study,mmr,show,publish,journal,author,link,effectiveness,paper,cite
46,vaccine,side_effect,develop,shingle,terrible,pain,longer,chicken_pox,development,wear
47,issue,science,leave,political,base,fact,solution,denial,earth,democrat
48,death,history,write,decline,smallpox,include,loss,disability,measl,myth
49,republican,vote,trump,bear,open,immigrant,check,democratic,illegal,real
50,disease,spread,worry,cure,treatment,common,contagious,infected,send,easily
51,risk,fear,small,due,put,benefit,worth,associate,seizure,outcome
52,rate,country,high,nation,world,ignore,accord,decade,statistic,worker
53,public,point,difference,environment,consequence,class,general,reality,place,event
54,problem,time,place,make,stop,lack,prevent,focus,happen,easy
55,die,child,compromise,immune,poor,person,herd_immunity,hospital,family,contract
56,kill,community,people,part,order,million,protect,worldwide,century,world
57,case,find,happen,include,shoot,mention,herd,percent,mom,work
58,measl,vaccinated,child,measle,outbreak,unvaccinated,vaccinate,grow,population,disneyland
59,good,control,health,idea,oppose,drink,promote,credential,common_core,gluten
60,fight,war,force,line,social,book,society,access,impact,impose
61,life,live,save,make,future,vaccine,employee,store,benefit,today
62,baby,mother,infant,damage,exist,today,occur,reason,eye,brother
63,vaccine,immune_system,body,cell,human,develop,disorder,response,disease,long
64,safe,vaccine,effective,prove,dangerous,herbal,suggest,ability,anti_vax,idea
65,cost,number,measure,program,provide,claim,benefit,victim,service,offer
66,state,recent,news,fail,leave,small,talk,report,medium,hear
67,drive,support,car,result,low,tiny,level,entire,back,power
68,scientist,matter,side,continue,time,evidence,suppose,thing,special,force
69,article,put,read,http,inform,information,even_though,write,reader,decision
70,virus,infection,birth,infect,antibody,bacteria,ill,expose,severe,make
71,people,choice,pretty,gun,country,thing,society,modern,simple,responsible
72,food,water,eat,require,antibiotic,phone,chemical,gmos,sound,people
73,world,follow,rest,diet,new_york,correct,back,europe,nyt,modern_medicine
74,government,pay,money,profit,company,insurance,dollar,big_pharma,buy,tax
75,thing,big,comment,single,write,wrong,man,list,begin,type
76,people,make,feel,great,end,million,fall,easy,date,cure
77,simply,realize,threat,attack,opinion,start,campaign,pose,attention,answer
78,american,time,america,big,today,important,treat,sell,middle,enjoy
79,kid,parent,vaccinate,vaccinated,choose,refuse,close,disagree,neighborhood,low
80,prevent,cancer,aos,woman,aot,hepatitis,sex,abortion,freedom,heart
81,liberal,deny,climate_change,conspiracy,ignorant,base,theory,denier,conservative,economic
82,child,law,vaccinate,california,protect,reason,pass,mandate,state,personal
83,live,system,healthy,support,practice,city,make,dog,toxin,aware
84,year,natural,bill,read,medicine,part,anti_vaxxer,body,understand,medium
85,anti,anti_vaxxer,gmo,movement,nonsense,food,crowd,allergy,organic,label
86,turn,comment,present,educate,column,statement,danger,apparently,position,pre
