0,cost,pay,care,health_care,system,insurance,plan,healthcare,provide,benefit
1,government,information,security,internet,email,secret,personal,datum,private,national
2,problem,system,solution,issue,real,blame,fix,solve,part,address
3,people,care,live,thing,lot,make,understand,sick,treat,feel
4,time,story,medium,news,report,nyt,paper,press,journalist,cover
5,article,find,read,interesting,mention,http_www,time,interested,attention,week
6,human,kill,animal,dog,lion,nature,world,hunt,live,earth
7,drug,doctor,patient,medical,treatment,care,hospital,cancer,treat,medicine
8,vote,republican,party,democrat,voter,election,candidate,democratic,sander,win
9,place,walk,house,home,room,sit,open,door,foot,put
10,comment,write,read,post,author,piece,point,column,article,opinion
11,isis,group,muslim,freedom,terrorist,support,evil,government,act,fight
12,understand,lack,part,experience,knowledge,difference,explain,true,simply,important
13,case,court,law,judge,justice,constitution,decision,legal,rule,lawyer
14,police,shoot,cop,officer,kill,stop,police_officer,arrest,situation,man
15,country,citizen,people,illegal,immigrant,bear,legal,immigration,mexico,border
16,question,issue,answer,important,real,discussion,address,discuss,concern,raise
17,food,eat,exercise,drink,healthy,fat,weight,restaurant,sugar,diet
18,power,political,control,leader,lead,interest,position,strong,leadership,influence
19,stop,time,back,happen,start,turn,put,remember,wait,long
20,child,parent,kid,family,mother,father,son,daughter,home,bear
21,year,ago,time,long,month,decade,back,past,period,begin
22,play,game,team,sport,player,win,fan,soccer,football,ball
23,flag,south,slavery,history,slave,confederate_flag,fly,symbol,southern,fight
24,city,car,drive,nyc,new_york,build,street,place,road,public
25,american,america,nation,country,citizen,united_state,national,native,represent,dream
26,fail,result,good,failure,lead,effort,success,continue,goal,successful
27,standard,provide,good,set,level,require,design,base,measure,improve
28,economic,economy,growth,policy,increase,demand,krugman,low,rate,feed
29,free,china,market,trade,chinese,government,economy,world,global,economic
30,good,bad,thing,idea,guy,make,great,give,lot,reason
31,school,student,college,education,teacher,high,teach,university,kid,class
32,number,high,large,rate,population,small,increase,average,low,level
33,claim,evidence,base,fact,datum,show,source,actual,prove,cite
34,poor,live,home,class,neighborhood,people,poverty,rich,family,house
35,deal,iran,israel,agreement,nuclear,bomb,sanction,iranian,war,israeli
36,run,carry,travel,fly,horse,check,seat,wait,back,light
37,state,government,federal,texas,governor,local,red,union,national,gov
38,business,buy,company,sell,price,profit,service,product,money,corporation
39,aos,aot,ai,wear,office,make,hair,dress,summer,clothe
40,conservative,liberal,leave,political,anti,side,policy,politic,progressive,right_w
41,young,age,sex,girl,man,boy,adult,rape,case,year
42,day,time,week,hour,work,spend,night,sleep,long,home
43,religion,religious,church,christian,gay,god,marriage,belief,love,faith
44,point,argument,support,agree,view,side,reason,argue,position,issue
45,lose,hand,head,hold,face,fear,give,afraid,throw,hope
46,gun,crime,kill,murder,prison,criminal,violence,commit,innocent,victim
47,word,speak,term,call,speech,language,refer,describe,mind,smile
48,war,iraq,military,fight,force,enemy,send,kill,serve,army
49,woman,man,male,female,gender,body,sex,equal,transgender,bear
50,money,public,big,politician,rich,interest,corporate,corporation,support,financial
51,country,world,rest,people,nation,place,europe,population,refugee,neighbor
52,show,watch,tv,movie,video,funny,film,https_www,fun,joke
53,president,obama,bush,run,clinton,bill,republican,elect,administration,office
54,change,thing,happen,make,learn,time,real,start,mind,step
55,character,story,mr,great,play,line,find,role,king,show
56,abortion,science,scientist,climate,climate_change,earth,pro,baby,birth_control,warm
57,black,white,race,racism,racist,color,community,racial,identify,african
58,job,worker,work,wage,pay,union,labor,company,hire,low
59,attack,thousand,destroy,million,fire,threat,hundred,single,entire,order
60,give,expect,offer,accept,plan,force,agree,member,part,trust
61,society,social,culture,individual,cultural,form,personal,group,human,define
62,read,book,write,ms,writer,puzzle,clue,author,letter,word
63,person,people,wrong,kind,reason,respect,deserve,suppose,give,whatev
64,life,live,die,death,matter,family,save,end,suffer,lose
65,leave,long,move,time,continue,end,remain,place,policy,cuba
66,work,pay,hard,employee,company,job,amazon,ceo,top,hour
67,water,oil,energy,land,plant,grow,california,clean,environment,air
68,fact,base,reality,matter,truth,true,simply,assume,point,ignore
69,hear,listen,sound,great,music,eye,voice,speak,art,crowd
70,make,choice,sense,choose,good,decision,easy,mistake,point,bad
71,feel,love,friend,experience,find,feeling,relationship,person,share,therapist
72,trump,candidate,gop,republican,debate,donald_trump,run,party,fox,donald
73,call,talk,make,stupid,folk,sound,crazy,smart,hear,idea
74,pay,tax,money,government,spend,dollar,income,fund,benefit,cut
75,risk,study,research,brain,effect,result,safe,affect,vaccine,disease
76,law,pass,rule,require,congress,act,regulation,protect,legislation,vote
77,greece,greek,debt,bank,money,loan,euro,germany,german,austerity
78,big,lot,thing,make,guess,good,kind,stuff,pretty,put
79,russia,country,europe,russian,germany,putin,european,france,ukraine,japan
80,lie,action,behavior,act,responsible,shame,responsibility,hold,blame,moral
81,great,today,history,world,end,generation,create,future,time,begin
