0,people,world,life,human,live,society,great,kill,hope,thing
1,pay,tax,job,business,work,company,money,worker,low,american
2,fact,point,question,issue,make,wrong,claim,lie,answer,reason
3,live,year,place,city,home,move,time,drive,area,build
4,republican,vote,president,trump,party,candidate,obama,run,democrat,gop
5,war,deal,country,http_www,iran,target,href_http,title,world,american
6,people,problem,care,health,poor,system,make,good,provide,plan
7,show,amp,watch,day,hear,great,love,remember,time,call
8,time,article,read,comment,write,story,word,news,find,book
9,conservative,political,power,liberal,idea,view,social,group,call,leave
10,woman,man,feel,people,make,person,young,sex,thing,change
11,state,law,government,citizen,case,rule,court,justice,legal,act
12,work,school,year,high,good,student,education,college,learn,public
13,child,family,life,year,parent,die,drug,friend,patient,doctor
14,br,year,science,datum,change,climate_change,rise,climate,scientist,number
15,country,government,greece,money,economic,greek,economy,debt,europe,china
16,good,thing,bad,time,make,play,great,give,game,back
17,black,people,white,american,gun,police,race,america,kill,stop
18,make,good,water,food,eat,add,day,grow,lot,time
